Time;RPS
0;0.0
1;0.0
2;0.0007864552222584438
3;0.011146628481315481
4;0.002412147196685534
5;0.014215163140441843
6;0.0013763741886951217
7;0.0006969547799984179
8;0.0041881864177441205
9;0.0
10;0.013455669159950914
11;0.0
12;0.01302013496245541
13;0.0019217765259890813
14;0.0
15;0.0010619368465667762
16;0.008149337645096762
17;0.020975021700645455
18;0.003186472852505128
19;0.021531666665752753
20;0.008537429939675586
21;0.010495006339736455
22;0.03250715424487382
23;0.020429146298400057
24;0.009571761776307591
25;0.018884100652993514
26;0.03476484845279613
27;0.00407130021167354
28;0.0
29;0.028662509810204732
30;0.024939882343833555
31;0.016299310871447877
32;0.019081793187947796
33;0.025838626628251413
34;0.02182208353823035
35;0.010909099747721139
36;0.010441299790317741
37;0.017681965860584802
38;0.03986031127199116
39;0.023526031760607146
40;0.01724298640401351
41;0.015476957709774284
42;0.037720397843715045
43;0.020538190006738365
44;0.032225084455540405
45;0.028204536354223708
46;0.011926205178992358
47;0.03357004975997258
48;0.027485525843984514
49;0.028453382330544324
50;0.03890960181021046
51;0.027924208149476507
52;0.042591381663437435
53;0.03943581687019168
54;0.025237249158012738
55;0.03471426527749001
56;0.04697433434365278
57;0.03330399093543917
58;0.03490755295471388
59;0.03838334176999989
60;0.03500854528523815
61;0.05093077904071416
62;0.03281833031727226
63;0.0426621775520788
64;0.040852638368100616
65;0.0398458218953454
66;0.03733677823937988
67;0.05066169164176066
68;0.0688247349986712
69;0.05627150871006742
70;0.0630785377686572
71;0.05278486745226742
72;0.04998725137328787
73;0.05723128799139372
74;0.05523834975178321
75;0.06361327596060437
76;0.06473018972020768
77;0.049483395015121064
78;0.037925602593690176
79;0.046876644552995346
80;0.040530765916120405
81;0.05380203798939342
82;0.04496306518469216
83;0.047170461803501276
84;0.04343564719171757
85;0.05853352885866151
86;0.028931825291144016
87;0.05676489685776447
88;0.056426998275140104
89;0.04980524047432903
90;0.05798201600637135
91;0.06353310284517563
92;0.06718578222934951
93;0.06213277538162472
94;0.04630097085068277
95;0.06088532104578743
96;0.056296367491862245
97;0.0846598113404455
98;0.051509537062946927
99;0.06809913695607361
100;0.06014166352941023
101;0.07062897782567597
102;0.0519818019730941
103;0.07817365131958312
104;0.056215380654758965
105;0.07578033260819136
106;0.06189675316597642
107;0.06923167437485446
108;0.0644026675844866
109;0.0553857837485039
110;0.08230062406518919
111;0.0824587872730008
112;0.0800278014324336
113;0.06650510777316786
114;0.07299550443704245
115;0.07372548650578932
116;0.07247111303637566
117;0.07292810124045683
118;0.10289816039376935
119;0.07899819873464822
120;0.10398486335825086
121;0.06999957472806698
122;0.08084660085786091
123;0.08362826633119573
124;0.08491115414278813
125;0.09218804772818776
126;0.07332923278863215
127;0.07598273277421015
128;0.07668022049097714
129;0.09292899994228573
130;0.08751791919465095
131;0.07946410450140015
132;0.06909082290250468
133;0.07416124894029427
134;0.06874060760861728
135;0.0851115968072962
136;0.08708779254507068
137;0.09067845916179763
138;0.07755313930099532
139;0.08221414635177057
140;0.07885820865484916
141;0.0899138230827294
142;0.09699977102933148
143;0.08804338124138918
144;0.09388503629556906
145;0.08977070100215422
146;0.09282913985657675
147;0.09448613644778513
148;0.0900310237738534
149;0.09428700816440011
150;0.0829613609934107
151;0.08550819637246135
152;0.10428097105955442
153;0.10399299359568556
154;0.09927108435545379
155;0.08437552988792595
156;0.1100084995712509
157;0.0955194434404
158;0.09619514713966958
159;0.0945844238322761
160;0.09982231020544141
161;0.11501582938825283
162;0.10321114570808711
163;0.10262317286817393
164;0.11880957483327498
165;0.1113479827052822
166;0.08871373877151575
167;0.09588197272692588
168;0.10223543723755402
169;0.08399739178583718
170;0.09595019477623719
171;0.08998974094347113
172;0.11724743149464917
173;0.09723150006359711
174;0.12819397941830993
175;0.11806665965479393
176;0.1071566707374713
177;0.11412020353881835
178;0.1222125778732604
179;0.10505741735463091
180;0.10614162522871462
181;0.11538490946693786
182;0.10665954088707907
183;0.10081231260621716
184;0.12823720678451916
185;0.11256487766436535
186;0.12026451410242138
187;0.13192815711150704
188;0.1034097257392909
189;0.09582386680928442
190;0.12132390188178856
191;0.11281835369109823
192;0.11022441426569829
193;0.12739488945623595
194;0.1310402077054721
195;0.13365635731444522
196;0.1199276311332744
197;0.13085090212754397
198;0.13634757841774567
199;0.13855281564507485
200;0.1434920925801511
201;0.11308716844620526
202;0.12032433183757085
203;0.12910943214087933
204;0.1240876308160043
205;0.1289365863762952
206;0.13184750254104532
207;0.13049658276794993
208;0.14169638515620692
209;0.12678190570547737
210;0.11729853158140863
211;0.1373961307741988
212;0.14384093502600354
213;0.1188086331768329
214;0.13716270188006305
215;0.10849804318577333
216;0.1232284209823373
217;0.13267731243878259
218;0.12179381950330288
219;0.1372746582739362
220;0.12771597136510074
221;0.1316905549197935
222;0.12422254068247819
223;0.1619108122917008
224;0.13540131300568986
225;0.11669546099073193
226;0.1415750666714053
227;0.1492083867990815
228;0.13212495938430688
229;0.14494904762939204
230;0.14361908345793387
231;0.15051443169135614
232;0.1584153971950054
233;0.14566556531267652
234;0.13357611796739402
235;0.13385762743268287
236;0.14335330188953846
237;0.14550720088055666
238;0.1568049366459371
239;0.1120291013304586
240;0.1523761231316674
241;0.15314902333003938
242;0.13956799701233938
243;0.125626937390672
244;0.172581355508535
245;0.15100268868003566
246;0.14564115552568527
247;0.1568336525623052
248;0.14220301765334145
249;0.15225401822755735
250;0.17445284389890953
251;0.16035726824536098
252;0.17213947597945634
253;0.15854805904630215
254;0.14021389063886994
255;0.15520761757803167
256;0.15277406848076452
257;0.14220905613910645
258;0.14994083356353663
259;0.15704360145504004
260;0.15643661663482558
261;0.16551619350717292
262;0.1532720093530802
263;0.15885195500234467
264;0.15925290906717404
265;0.1736648235724901
266;0.17440341411017557
267;0.1702957692497284
268;0.15144167952180385
269;0.15479531442296365
270;0.1617462650312986
271;0.16153059709150625
272;0.17376455752704487
273;0.15879110481273612
274;0.17697154353789024
275;0.15325865208560782
276;0.17915562294807466
277;0.15635831623392302
278;0.15946270737510454
279;0.15410589365616556
280;0.16245764492701598
281;0.1523168681746257
282;0.17790143921787033
283;0.1811460974377877
284;0.17573553402085845
285;0.1737469343366009
286;0.17280802523041025
287;0.17696966035835948
288;0.18974619947075325
289;0.18335375552209385
290;0.1758032972896525
291;0.1642677870827662
292;0.17461468072666508
293;0.1757889796640079
294;0.18294754165883814
295;0.17466011113115992
296;0.17610441252186212
297;0.16916647471151366
298;0.1742948620157011
299;0.17020332208545666
300;0.18736207748833747
301;0.17494094377795977
302;0.17626501890094531
303;0.17329738176124487
304;0.18004776644622045
305;0.18286472069974122
306;0.19805239025712978
307;0.16985236339424842
308;0.19493065353718597
309;0.19050495260376513
310;0.18451595599651874
311;0.18652119423221877
312;0.17791897655416486
313;0.1821139287802962
