timestamp,function,replicas,ready,pods_running,pods_pending
1774368024,orchestrator,1,1,1,0
1774368024,stage-deepspeech,1,1,1,0
1774368024,stage-ffmpeg-0,1,1,1,0
1774368024,stage-ffmpeg-1,1,1,1,0
1774368024,stage-ffmpeg-2,1,1,1,0
1774368024,stage-ffmpeg-3,1,1,1,0
1774368024,stage-librosa,1,1,1,0
1774368024,stage-object-detector,1,1,1,0
1774368030,orchestrator,1,1,1,0
1774368030,stage-deepspeech,1,1,1,0
1774368030,stage-ffmpeg-0,1,1,1,0
1774368030,stage-ffmpeg-1,1,1,1,0
1774368030,stage-ffmpeg-2,1,1,1,0
1774368030,stage-ffmpeg-3,1,1,1,0
1774368030,stage-librosa,1,1,1,0
1774368030,stage-object-detector,1,1,1,0
1774368036,orchestrator,1,1,1,0
1774368036,stage-deepspeech,1,1,1,0
1774368036,stage-ffmpeg-0,1,1,1,0
1774368036,stage-ffmpeg-1,1,1,1,0
1774368036,stage-ffmpeg-2,1,1,1,0
1774368036,stage-ffmpeg-3,1,1,1,0
1774368036,stage-librosa,1,1,1,0
1774368036,stage-object-detector,1,1,1,0
1774368043,orchestrator,1,1,1,0
1774368043,stage-deepspeech,1,1,1,0
1774368043,stage-ffmpeg-0,1,1,1,0
1774368043,stage-ffmpeg-1,1,1,1,0
1774368043,stage-ffmpeg-2,1,1,1,0
1774368043,stage-ffmpeg-3,1,1,1,0
1774368043,stage-librosa,1,1,1,0
1774368043,stage-object-detector,1,1,1,0
1774368049,orchestrator,1,1,1,0
1774368049,stage-deepspeech,1,1,1,0
1774368049,stage-ffmpeg-0,1,1,1,0
1774368049,stage-ffmpeg-1,1,1,1,0
1774368049,stage-ffmpeg-2,1,1,1,0
1774368049,stage-ffmpeg-3,1,1,1,0
1774368049,stage-librosa,1,1,1,0
1774368049,stage-object-detector,1,1,1,0
1774368055,orchestrator,1,1,1,0
1774368055,stage-deepspeech,1,1,1,0
1774368055,stage-ffmpeg-0,1,1,1,0
1774368055,stage-ffmpeg-1,1,1,1,0
1774368055,stage-ffmpeg-2,1,1,1,0
1774368055,stage-ffmpeg-3,1,1,1,0
1774368055,stage-librosa,1,1,1,0
1774368055,stage-object-detector,1,1,1,0
1774368062,orchestrator,1,1,1,0
1774368062,stage-deepspeech,1,1,1,0
1774368062,stage-ffmpeg-0,1,1,1,0
1774368062,stage-ffmpeg-1,1,1,1,0
1774368062,stage-ffmpeg-2,1,1,1,0
1774368062,stage-ffmpeg-3,1,1,1,0
1774368062,stage-librosa,1,1,1,0
1774368062,stage-object-detector,1,1,1,0
1774368068,orchestrator,1,1,1,0
1774368068,stage-deepspeech,1,1,1,0
1774368068,stage-ffmpeg-0,1,1,1,0
1774368068,stage-ffmpeg-1,1,1,1,0
1774368068,stage-ffmpeg-2,1,1,1,0
1774368068,stage-ffmpeg-3,1,1,1,0
1774368068,stage-librosa,1,1,1,0
1774368068,stage-object-detector,1,1,1,0
1774368075,orchestrator,1,1,1,0
1774368075,stage-deepspeech,1,1,1,0
1774368075,stage-ffmpeg-0,1,1,1,0
1774368075,stage-ffmpeg-1,1,1,1,0
1774368075,stage-ffmpeg-2,1,1,1,0
1774368075,stage-ffmpeg-3,1,1,1,0
1774368075,stage-librosa,1,1,1,0
1774368075,stage-object-detector,1,1,1,0
1774368081,orchestrator,1,1,1,0
1774368081,stage-deepspeech,1,1,1,0
1774368081,stage-ffmpeg-0,1,1,1,0
1774368081,stage-ffmpeg-1,1,1,1,0
1774368081,stage-ffmpeg-2,1,1,1,0
1774368081,stage-ffmpeg-3,1,1,1,0
1774368081,stage-librosa,1,1,1,0
1774368081,stage-object-detector,1,1,1,0
1774368088,orchestrator,1,1,1,0
1774368088,stage-deepspeech,1,1,1,0
1774368088,stage-ffmpeg-0,1,1,1,0
1774368088,stage-ffmpeg-1,1,1,1,0
1774368088,stage-ffmpeg-2,1,1,1,0
1774368088,stage-ffmpeg-3,1,1,1,0
1774368088,stage-librosa,1,1,1,0
1774368088,stage-object-detector,1,1,1,0
1774368094,orchestrator,1,1,1,0
1774368094,stage-deepspeech,1,1,1,0
1774368094,stage-ffmpeg-0,1,1,1,0
1774368094,stage-ffmpeg-1,1,1,1,0
1774368094,stage-ffmpeg-2,1,1,1,0
1774368094,stage-ffmpeg-3,1,1,1,0
1774368094,stage-librosa,1,1,1,0
1774368094,stage-object-detector,1,1,1,0
1774368101,orchestrator,1,1,1,0
1774368101,stage-deepspeech,1,1,1,0
1774368101,stage-ffmpeg-0,1,1,1,0
1774368101,stage-ffmpeg-1,1,1,1,0
1774368101,stage-ffmpeg-2,1,1,1,0
1774368101,stage-ffmpeg-3,1,1,1,0
1774368101,stage-librosa,1,1,1,0
1774368101,stage-object-detector,1,1,1,0
1774368107,orchestrator,1,1,1,0
1774368107,stage-deepspeech,1,1,1,0
1774368107,stage-ffmpeg-0,1,1,1,0
1774368107,stage-ffmpeg-1,1,1,1,0
1774368107,stage-ffmpeg-2,1,1,1,0
1774368107,stage-ffmpeg-3,1,1,1,0
1774368107,stage-librosa,1,1,1,0
1774368107,stage-object-detector,1,1,1,0
1774368114,orchestrator,1,1,1,0
1774368114,stage-deepspeech,1,1,1,0
1774368114,stage-ffmpeg-0,1,1,1,0
1774368114,stage-ffmpeg-1,1,1,1,0
1774368114,stage-ffmpeg-2,1,1,1,0
1774368114,stage-ffmpeg-3,1,1,1,0
1774368114,stage-librosa,1,1,1,0
1774368114,stage-object-detector,1,1,1,0
1774368120,orchestrator,1,1,1,0
1774368120,stage-deepspeech,1,1,1,0
1774368120,stage-ffmpeg-0,1,1,1,0
1774368120,stage-ffmpeg-1,1,1,1,0
1774368120,stage-ffmpeg-2,1,1,1,0
1774368120,stage-ffmpeg-3,1,1,1,0
1774368120,stage-librosa,1,1,1,0
1774368120,stage-object-detector,1,1,1,0
1774368127,orchestrator,1,1,1,0
1774368127,stage-deepspeech,1,1,1,0
1774368127,stage-ffmpeg-0,1,1,1,0
