timestamp,pod,function,cpu_millicores,memory_mib
1774368289,stage-ffmpeg-3-57d65c9bdf-q8kq6,stage-ffmpeg-3,1,55
1774368289,stage-librosa-85bd4b64d5-4lt5s,stage-librosa,1,250
1774368289,stage-librosa-85bd4b64d5-9nltl,stage-librosa,1,228
1774368289,stage-librosa-85bd4b64d5-fmm9j,stage-librosa,1,228
1774368289,stage-object-detector-5d6f68c89-77z8r,stage-object-detector,1,190
1774368289,stage-object-detector-5d6f68c89-gpdp8,stage-object-detector,1,192
1774368289,stage-object-detector-5d6f68c89-h64t2,stage-object-detector,1,221
1774368295,orchestrator-9696d4c9-6fld9,orchestrator,1,83
1774368295,stage-deepspeech-7c7597dbb9-28xbn,stage-deepspeech,1,65
1774368295,stage-deepspeech-7c7597dbb9-2fqmz,stage-deepspeech,1,64
1774368295,stage-ffmpeg-0-5c88f7c889-7gvg2,stage-ffmpeg-0,1,76
1774368295,stage-ffmpeg-0-5c88f7c889-gnwdz,stage-ffmpeg-0,1,53
1774368295,stage-ffmpeg-0-5c88f7c889-r47tn,stage-ffmpeg-0,1,55
1774368295,stage-ffmpeg-1-6958b695f5-mjvjz,stage-ffmpeg-1,1,74
1774368295,stage-ffmpeg-2-74bc5fcb57-n9jbm,stage-ffmpeg-2,1,62
1774368295,stage-ffmpeg-3-57d65c9bdf-9rd92,stage-ffmpeg-3,1,53
1774368295,stage-ffmpeg-3-57d65c9bdf-hhnsh,stage-ffmpeg-3,1,60
1774368295,stage-ffmpeg-3-57d65c9bdf-q8kq6,stage-ffmpeg-3,1,55
1774368295,stage-librosa-85bd4b64d5-4lt5s,stage-librosa,1,250
1774368295,stage-librosa-85bd4b64d5-9nltl,stage-librosa,1,228
1774368295,stage-librosa-85bd4b64d5-fmm9j,stage-librosa,1,228
1774368295,stage-object-detector-5d6f68c89-77z8r,stage-object-detector,1,190
1774368295,stage-object-detector-5d6f68c89-gpdp8,stage-object-detector,1,192
1774368295,stage-object-detector-5d6f68c89-h64t2,stage-object-detector,1,221
1774368302,orchestrator-9696d4c9-6fld9,orchestrator,1,83
1774368302,stage-deepspeech-7c7597dbb9-28xbn,stage-deepspeech,1,65
1774368302,stage-deepspeech-7c7597dbb9-2fqmz,stage-deepspeech,1,64
1774368302,stage-ffmpeg-0-5c88f7c889-7gvg2,stage-ffmpeg-0,1,76
1774368302,stage-ffmpeg-0-5c88f7c889-gnwdz,stage-ffmpeg-0,1,53
1774368302,stage-ffmpeg-0-5c88f7c889-r47tn,stage-ffmpeg-0,1,55
1774368302,stage-ffmpeg-1-6958b695f5-mjvjz,stage-ffmpeg-1,1,74
1774368302,stage-ffmpeg-2-74bc5fcb57-n9jbm,stage-ffmpeg-2,1,62
1774368302,stage-ffmpeg-3-57d65c9bdf-9rd92,stage-ffmpeg-3,1,53
1774368302,stage-ffmpeg-3-57d65c9bdf-hhnsh,stage-ffmpeg-3,1,60
1774368302,stage-ffmpeg-3-57d65c9bdf-q8kq6,stage-ffmpeg-3,1,55
1774368302,stage-librosa-85bd4b64d5-4lt5s,stage-librosa,1,250
1774368302,stage-librosa-85bd4b64d5-9nltl,stage-librosa,1,228
1774368302,stage-librosa-85bd4b64d5-fmm9j,stage-librosa,1,228
1774368302,stage-object-detector-5d6f68c89-77z8r,stage-object-detector,1,190
1774368302,stage-object-detector-5d6f68c89-gpdp8,stage-object-detector,1,192
1774368302,stage-object-detector-5d6f68c89-h64t2,stage-object-detector,1,221
1774368309,orchestrator-9696d4c9-6fld9,orchestrator,1,83
1774368309,stage-deepspeech-7c7597dbb9-28xbn,stage-deepspeech,1,65
1774368309,stage-deepspeech-7c7597dbb9-2fqmz,stage-deepspeech,1,64
1774368309,stage-ffmpeg-0-5c88f7c889-7gvg2,stage-ffmpeg-0,1,76
1774368309,stage-ffmpeg-0-5c88f7c889-gnwdz,stage-ffmpeg-0,1,53
1774368309,stage-ffmpeg-0-5c88f7c889-r47tn,stage-ffmpeg-0,1,55
1774368309,stage-ffmpeg-1-6958b695f5-mjvjz,stage-ffmpeg-1,1,74
1774368309,stage-ffmpeg-2-74bc5fcb57-n9jbm,stage-ffmpeg-2,1,62
1774368309,stage-ffmpeg-3-57d65c9bdf-9rd92,stage-ffmpeg-3,1,53
1774368309,stage-ffmpeg-3-57d65c9bdf-hhnsh,stage-ffmpeg-3,1,60
1774368309,stage-ffmpeg-3-57d65c9bdf-q8kq6,stage-ffmpeg-3,1,55
1774368309,stage-librosa-85bd4b64d5-4lt5s,stage-librosa,1,250
1774368309,stage-librosa-85bd4b64d5-9nltl,stage-librosa,1,228
1774368309,stage-librosa-85bd4b64d5-fmm9j,stage-librosa,1,228
1774368309,stage-object-detector-5d6f68c89-77z8r,stage-object-detector,1,190
1774368309,stage-object-detector-5d6f68c89-gpdp8,stage-object-detector,1,192
1774368309,stage-object-detector-5d6f68c89-h64t2,stage-object-detector,1,221
1774368315,orchestrator-9696d4c9-6fld9,orchestrator,1,83
1774368315,stage-deepspeech-7c7597dbb9-28xbn,stage-deepspeech,1,65
1774368315,stage-deepspeech-7c7597dbb9-2fqmz,stage-deepspeech,1,64
1774368315,stage-ffmpeg-0-5c88f7c889-7gvg2,stage-ffmpeg-0,1,76
1774368315,stage-ffmpeg-0-5c88f7c889-gnwdz,stage-ffmpeg-0,1,53
1774368315,stage-ffmpeg-0-5c88f7c889-r47tn,stage-ffmpeg-0,1,55
1774368315,stage-ffmpeg-1-6958b695f5-mjvjz,stage-ffmpeg-1,1,74
1774368315,stage-ffmpeg-2-74bc5fcb57-n9jbm,stage-ffmpeg-2,1,62
1774368315,stage-ffmpeg-3-57d65c9bdf-9rd92,stage-ffmpeg-3,1,53
1774368315,stage-ffmpeg-3-57d65c9bdf-hhnsh,stage-ffmpeg-3,1,60
1774368315,stage-ffmpeg-3-57d65c9bdf-q8kq6,stage-ffmpeg-3,1,55
1774368315,stage-librosa-85bd4b64d5-4lt5s,stage-librosa,1,250
1774368315,stage-librosa-85bd4b64d5-9nltl,stage-librosa,1,228
1774368315,stage-librosa-85bd4b64d5-fmm9j,stage-librosa,1,228
1774368315,stage-object-detector-5d6f68c89-77z8r,stage-object-detector,1,190
1774368315,stage-object-detector-5d6f68c89-gpdp8,stage-object-detector,1,192
1774368315,stage-object-detector-5d6f68c89-h64t2,stage-object-detector,1,221
1774368322,orchestrator-9696d4c9-6fld9,orchestrator,1,83
1774368322,stage-deepspeech-7c7597dbb9-28xbn,stage-deepspeech,1,65
1774368322,stage-deepspeech-7c7597dbb9-2fqmz,stage-deepspeech,1,64
1774368322,stage-ffmpeg-0-5c88f7c889-7gvg2,stage-ffmpeg-0,1,76
1774368322,stage-ffmpeg-0-5c88f7c889-gnwdz,stage-ffmpeg-0,1,53
1774368322,stage-ffmpeg-0-5c88f7c889-r47tn,stage-ffmpeg-0,1,55
1774368322,stage-ffmpeg-1-6958b695f5-mjvjz,stage-ffmpeg-1,1,74
1774368322,stage-ffmpeg-2-74bc5fcb57-n9jbm,stage-ffmpeg-2,1,62
1774368322,stage-ffmpeg-3-57d65c9bdf-9rd92,stage-ffmpeg-3,1,53
1774368322,stage-ffmpeg-3-57d65c9bdf-hhnsh,stage-ffmpeg-3,1,60
1774368322,stage-ffmpeg-3-57d65c9bdf-q8kq6,stage-ffmpeg-3,1,55
1774368322,stage-librosa-85bd4b64d5-4lt5s,stage-librosa,1,250
1774368322,stage-librosa-85bd4b64d5-9nltl,stage-librosa,1,228
1774368322,stage-librosa-85bd4b64d5-fmm9j,stage-librosa,1,228
1774368322,stage-object-detector-5d6f68c89-77z8r,stage-object-detector,1,190
1774368322,stage-object-detector-5d6f68c89-gpdp8,stage-object-detector,1,192
1774368322,stage-object-detector-5d6f68c89-h64t2,stage-object-detector,1,221
1774368328,orchestrator-9696d4c9-6fld9,orchestrator,1,83
1774368328,stage-deepspeech-7c7597dbb9-28xbn,stage-deepspeech,1,65
1774368328,stage-deepspeech-7c7597dbb9-2fqmz,stage-deepspeech,1,64
1774368328,stage-ffmpeg-0-5c88f7c889-7gvg2,stage-ffmpeg-0,1,76
1774368328,stage-ffmpeg-0-5c88f7c889-gnwdz,stage-ffmpeg-0,1,53
1774368328,stage-ffmpeg-0-5c88f7c889-r47tn,stage-ffmpeg-0,1,55
1774368328,stage-ffmpeg-1-6958b695f5-mjvjz,stage-ffmpeg-1,1,74
1774368328,stage-ffmpeg-2-74bc5fcb57-n9jbm,stage-ffmpeg-2,1,62
1774368328,stage-ffmpeg-3-57d65c9bdf-9rd92,stage-ffmpeg-3,1,53
1774368328,stage-ffmpeg-3-57d65c9bdf-hhnsh,stage-ffmpeg-3,1,60
1774368328,stage-ffmpeg-3-57d65c9bdf-q8kq6,stage-ffmpeg-3,1,55
1774368328,stage-librosa-85bd4b64d5-4lt5s,stage-librosa,1,250
1774368328,stage-librosa-85bd4b64d5-9nltl,stage-librosa,1,228
1774368328,stage-librosa-85bd4b64d5-fmm9j,stage-librosa,1,228
1774368328,stage-object-detector-5d6f68c89-77z8r,stage-object-detector,1,190
1774368328,stage-object-detector-5d6f68c89-gpdp8,stage-object-detector,1,192
1774368328,stage-object-detector-5d6f68c89-h64t2,stage-object-detector,1,221
